date,store_id,model_id,units_sold,selling_price,revenue
2025-10-25,S23,P038,25,20282,507050
2025-10-25,S23,P050,10,47926,479260
2025-10-25,S23,P029,21,27143,570003
2025-10-25,S23,P012,28,10340,289520
2025-10-25,S23,P056,5,146173,730865
2025-10-25,S23,P059,5,132723,663615
2025-10-25,S23,P053,5,78449,392245
2025-10-25,S23,P024,27,26314,710478
2025-10-25,S23,P004,25,9027,225675
2025-10-25,S23,P040,23,20298,466854
2025-10-25,S23,P047,10,54136,541360
2025-10-25,S23,P039,25,25858,646450
2025-10-25,S23,P041,9,60034,540306
2025-10-25,S23,P045,8,50412,403296
2025-10-25,S23,P048,7,67839,474873
2025-10-25,S23,P016,29,14265,413685
2025-10-25,S23,P010,30,14758,442740
2025-10-25,S23,P013,27,14412,389124
2025-10-25,S23,P055,2,106142,212284
2025-10-25,S23,P020,22,14255,313610
2025-10-25,S23,P007,28,8784,245952
2025-10-25,S23,P034,27,24060,649620
2025-10-25,S23,P037,24,26798,643152
2025-10-25,S23,P049,9,44927,404343
2025-10-25,S23,P027,29,27330,792570
2025-10-25,S23,P043,9,52204,469836
2025-10-25,S23,P008,26,6271,163046
2025-10-25,S23,P019,24,8064,193536
2025-10-25,S23,P003,15,7154,107310
2025-10-25,S23,P035,26,26927,700102
2025-10-25,S23,P009,31,9061,280891
2025-10-25,S23,P005,26,6752,175552
2025-10-25,S23,P017,25,8394,209850
2025-10-25,S23,P033,23,26693,613939
2025-10-25,S23,P025,21,21573,453033
2025-10-25,S23,P023,13,24663,320619
2025-10-25,S23,P051,8,61101,488808
2025-10-25,S23,P028,23,16173,371979
2025-10-25,S23,P031,28,24755,693140
2025-10-25,S23,P036,28,20355,569940
2025-10-25,S23,P060,3,107526,322578
2025-10-25,S23,P054,4,101024,404096
2025-10-25,S23,P002,29,11544,334776
2025-10-25,S23,P018,26,14913,387738
2025-10-25,S23,P046,9,38193,343737
2025-10-25,S23,P022,21,27186,570906
2025-10-25,S23,P032,26,20596,535496
2025-10-25,S23,P030,26,15685,407810
2025-10-25,S23,P026,21,20310,426510
2025-10-25,S23,P057,5,147562,737810
2025-10-25,S23,P001,26,14634,380484
2025-10-25,S23,P052,9,57176,514584
2025-10-25,S23,P021,25,23957,598925
2025-10-25,S23,P058,5,112806,564030
2025-10-25,S23,P015,28,11088,310464
2025-10-25,S23,P042,8,69386,555088
2025-10-25,S23,P044,7,65718,460026
2025-10-25,S23,P006,28,11014,308392
2025-10-25,S23,P011,25,12047,301175
2025-10-25,S24,P014,24,10206,244944
2025-10-25,S24,P038,23,20282,466486
2025-10-25,S24,P050,10,47926,479260
2025-10-25,S24,P029,30,27143,814290
2025-10-25,S24,P012,24,10340,248160
2025-10-25,S24,P056,4,146173,584692
2025-10-25,S24,P059,4,132723,530892
2025-10-25,S24,P053,4,78449,313796
2025-10-25,S24,P024,24,26314,631536
2025-10-25,S24,P004,24,9027,216648
2025-10-25,S24,P040,26,20298,527748
2025-10-25,S24,P047,9,54136,487224
2025-10-25,S24,P039,28,25858,724024
2025-10-25,S24,P041,10,60034,600340
2025-10-25,S24,P045,8,50412,403296
2025-10-25,S24,P048,8,67839,542712
2025-10-25,S24,P016,26,14265,370890
2025-10-25,S24,P010,29,14758,427982
2025-10-25,S24,P013,27,14412,389124
2025-10-25,S24,P055,2,106142,212284
2025-10-25,S24,P020,23,14255,327865
2025-10-25,S24,P007,29,8784,254736
2025-10-25,S24,P034,23,24060,553380
2025-10-25,S24,P037,20,26798,535960
2025-10-25,S24,P049,8,44927,359416
2025-10-25,S24,P027,28,27330,765240
2025-10-25,S24,P043,9,52204,469836
2025-10-25,S24,P008,24,6271,150504
2025-10-25,S24,P019,24,8064,193536
2025-10-25,S24,P003,16,7154,114464
2025-10-25,S24,P035,26,26927,700102
2025-10-25,S24,P009,22,9061,199342
2025-10-25,S24,P005,24,6752,162048
2025-10-25,S24,P017,29,8394,243426
2025-10-25,S24,P033,26,26693,694018
2025-10-25,S24,P025,21,21573,453033
2025-10-25,S24,P023,13,24663,320619
2025-10-25,S24,P051,8,61101,488808
2025-10-25,S24,P028,27,16173,436671
2025-10-25,S24,P031,25,24755,618875
2025-10-25,S24,P036,27,20355,549585
2025-10-25,S24,P060,4,107526,430104
2025-10-25,S24,P054,3,101024,303072
2025-10-25,S24,P002,25,11544,288600
2025-10-25,S24,P018,27,14913,402651
2025-10-25,S24,P046,9,38193,343737
2025-10-25,S24,P022,21,27186,570906
2025-10-25,S24,P032,30,20596,617880
2025-10-25,S24,P030,21,15685,329385
2025-10-25,S24,P026,22,20310,446820
2025-10-25,S24,P057,5,147562,737810
2025-10-25,S24,P001,27,14634,395118
2025-10-25,S24,P052,11,57176,628936
2025-10-25,S24,P021,30,23957,718710
2025-10-25,S24,P058,4,112806,451224
2025-10-25,S24,P015,31,11088,343728
2025-10-25,S24,P042,9,69386,624474
2025-10-25,S24,P044,8,65718,525744
2025-10-25,S24,P006,22,11014,242308
2025-10-25,S24,P011,28,12047,337316
2025-10-25,S25,P014,34,10206,347004
2025-10-25,S25,P038,18,20282,365076
2025-10-25,S25,P050,6,47926,287556
2025-10-25,S25,P029,22,27143,597146
2025-10-25,S25,P012,32,10340,330880
2025-10-25,S25,P056,2,146173,292346
2025-10-25,S25,P059,3,132723,398169
2025-10-25,S25,P053,4,78449,313796
2025-10-25,S25,P024,21,26314,552594
2025-10-25,S25,P004,36,9027,324972
2025-10-25,S25,P040,22,20298,446556
2025-10-25,S25,P047,6,54136,324816
2025-10-25,S25,P039,19,25858,491302
2025-10-25,S25,P041,7,60034,420238
2025-10-25,S25,P045,6,50412,302472
2025-10-25,S25,P048,6,67839,407034
2025-10-25,S25,P016,42,14265,599130
2025-10-25,S25,P010,31,14758,457498
2025-10-25,S25,P013,30,14412,432360
2025-10-25,S25,P055,2,106142,212284
2025-10-25,S25,P020,40,14255,570200
2025-10-25,S25,P007,43,8784,377712
2025-10-25,S25,P034,24,24060,577440
2025-10-25,S25,P037,16,26798,428768
2025-10-25,S25,P049,7,44927,314489
2025-10-25,S25,P027,20,27330,546600
2025-10-25,S25,P043,5,52204,261020
2025-10-25,S25,P008,40,6271,250840
2025-10-25,S25,P019,39,8064,314496
2025-10-25,S25,P003,18,7154,128772
2025-10-25,S25,P035,21,26927,565467
2025-10-25,S25,P009,42,9061,380562
2025-10-25,S25,P005,30,6752,202560
2025-10-25,S25,P017,43,8394,360942
2025-10-25,S25,P033,20,26693,533860
2025-10-25,S25,P025,23,21573,496179
2025-10-25,S25,P023,10,24663,246630
2025-10-25,S25,P051,7,61101,427707
2025-10-25,S25,P028,16,16173,258768
2025-10-25,S25,P031,19,24755,470345
2025-10-25,S25,P036,17,20355,346035
2025-10-25,S25,P060,3,107526,322578
2025-10-25,S25,P054,3,101024,303072
2025-10-25,S25,P002,35,11544,404040
2025-10-25,S25,P018,42,14913,626346
2025-10-25,S25,P046,7,38193,267351
2025-10-25,S25,P022,19,27186,516534
2025-10-25,S25,P032,21,20596,432516
2025-10-25,S25,P030,19,15685,298015
2025-10-25,S25,P026,20,20310,406200
2025-10-25,S25,P057,3,147562,442686
2025-10-25,S25,P001,35,14634,512190
2025-10-25,S25,P052,6,57176,343056
2025-10-25,S25,P021,19,23957,455183
2025-10-25,S25,P058,3,112806,338418
2025-10-25,S25,P015,32,11088,354816
2025-10-25,S25,P042,6,69386,416316
2025-10-25,S25,P044,6,65718,394308
2025-10-25,S25,P006,30,11014,330420
2025-10-25,S25,P011,30,12047,361410
2025-10-26,S01,P014,15,10206,153090
2025-10-26,S01,P038,18,20282,365076
2025-10-26,S01,P050,13,47926,623038
2025-10-26,S01,P029,19,27143,515717
2025-10-26,S01,P012,17,10340,175780
2025-10-26,S01,P056,10,146173,1461730
2025-10-26,S01,P059,10,132723,1327230
2025-10-26,S01,P053,8,78449,627592
2025-10-26,S01,P024,21,26314,552594
2025-10-26,S01,P004,15,9027,135405
2025-10-26,S01,P040,17,20298,345066
2025-10-26,S01,P047,13,54136,703768
2025-10-26,S01,P039,19,25858,491302
2025-10-26,S01,P041,12,60034,720408
2025-10-26,S01,P045,13,50412,655356
2025-10-26,S01,P048,15,67839,1017585
2025-10-26,S01,P016,20,14265,285300
2025-10-26,S01,P010,20,14758,295160
2025-10-26,S01,P013,15,14412,216180
2025-10-26,S01,P055,4,106142,424568
2025-10-26,S01,P020,15,14255,213825
2025-10-26,S01,P007,18,8784,158112
2025-10-26,S01,P034,21,24060,505260
2025-10-26,S01,P037,18,26798,482364
2025-10-26,S01,P049,10,44927,449270
2025-10-26,S01,P027,16,27330,437280
2025-10-26,S01,P043,12,52204,626448
2025-10-26,S01,P008,17,6271,106607
2025-10-26,S01,P019,18,8064,145152
2025-10-26,S01,P003,9,7154,64386
2025-10-26,S01,P035,18,26927,484686
2025-10-26,S01,P009,20,9061,181220
2025-10-26,S01,P005,20,6752,135040
2025-10-26,S01,P017,14,8394,117516
2025-10-26,S01,P033,19,26693,507167
2025-10-26,S01,P025,18,21573,388314
2025-10-26,S01,P023,7,24663,172641
2025-10-26,S01,P051,11,61101,672111
2025-10-26,S01,P028,21,16173,339633
2025-10-26,S01,P031,19,24755,470345
2025-10-26,S01,P036,20,20355,407100
2025-10-26,S01,P060,8,107526,860208
2025-10-26,S01,P054,9,101024,909216
2025-10-26,S01,P002,19,11544,219336
2025-10-26,S01,P018,19,14913,283347
2025-10-26,S01,P046,12,38193,458316
2025-10-26,S01,P022,18,27186,489348
2025-10-26,S01,P032,21,20596,432516
2025-10-26,S01,P030,21,15685,329385
2025-10-26,S01,P026,18,20310,365580
2025-10-26,S01,P057,10,147562,1475620
2025-10-26,S01,P001,14,14634,204876
2025-10-26,S01,P052,13,57176,743288
2025-10-26,S01,P021,20,23957,479140
2025-10-26,S01,P058,8,112806,902448
2025-10-26,S01,P015,16,11088,177408
2025-10-26,S01,P042,10,69386,693860
2025-10-26,S01,P044,14,65718,920052
2025-10-26,S01,P006,14,11014,154196
2025-10-26,S01,P011,17,12047,204799
2025-10-26,S02,P014,14,10206,142884
2025-10-26,S02,P038,22,20282,446204
2025-10-26,S02,P050,12,47926,575112
2025-10-26,S02,P029,16,27143,434288
2025-10-26,S02,P012,17,10340,175780
2025-10-26,S02,P056,8,146173,1169384
2025-10-26,S02,P059,11,132723,1459953
2025-10-26,S02,P053,8,78449,627592
2025-10-26,S02,P024,18,26314,473652
2025-10-26,S02,P004,19,9027,171513
2025-10-26,S02,P040,16,20298,324768
2025-10-26,S02,P047,14,54136,757904
2025-10-26,S02,P039,20,25858,517160
2025-10-26,S02,P041,11,60034,660374
2025-10-26,S02,P045,10,50412,504120
2025-10-26,S02,P048,11,67839,746229
2025-10-26,S02,P016,16,14265,228240
2025-10-26,S02,P010,14,14758,206612
2025-10-26,S02,P013,14,14412,201768
2025-10-26,S02,P055,5,106142,530710
2025-10-26,S02,P020,16,14255,228080
2025-10-26,S02,P007,16,8784,140544
2025-10-26,S02,P034,19,24060,457140
2025-10-26,S02,P037,21,26798,562758
2025-10-26,S02,P049,14,44927,628978
2025-10-26,S02,P027,20,27330,546600
2025-10-26,S02,P043,14,52204,730856
2025-10-26,S02,P008,15,6271,94065
2025-10-26,S02,P019,16,8064,129024
2025-10-26,S02,P003,9,7154,64386
2025-10-26,S02,P035,17,26927,457759
2025-10-26,S02,P009,17,9061,154037
2025-10-26,S02,P005,17,6752,114784
2025-10-26,S02,P017,17,8394,142698
2025-10-26,S02,P033,21,26693,560553
2025-10-26,S02,P025,20,21573,431460
2025-10-26,S02,P023,10,24663,246630
2025-10-26,S02,P051,13,61101,794313
2025-10-26,S02,P028,22,16173,355806
2025-10-26,S02,P031,18,24755,445590
2025-10-26,S02,P036,15,20355,305325
2025-10-26,S02,P060,8,107526,860208
2025-10-26,S02,P054,9,101024,909216
2025-10-26,S02,P002,15,11544,173160
2025-10-26,S02,P018,18,14913,268434
2025-10-26,S02,P046,12,38193,458316
2025-10-26,S02,P022,21,27186,570906
2025-10-26,S02,P032,19,20596,391324
2025-10-26,S02,P030,15,15685,235275
2025-10-26,S02,P026,20,20310,406200
2025-10-26,S02,P057,9,147562,1328058
2025-10-26,S02,P001,15,14634,219510
2025-10-26,S02,P052,15,57176,857640
2025-10-26,S02,P021,18,23957,431226
2025-10-26,S02,P058,10,112806,1128060
2025-10-26,S02,P015,16,11088,177408
2025-10-26,S02,P042,10,69386,693860
2025-10-26,S02,P044,14,65718,920052
2025-10-26,S02,P006,17,11014,187238
2025-10-26,S02,P011,19,12047,228893
2025-10-26,S03,P014,26,10206,265356
2025-10-26,S03,P038,25,20282,507050
2025-10-26,S03,P050,11,47926,527186
2025-10-26,S03,P029,29,27143,787147
2025-10-26,S03,P012,28,10340,289520
2025-10-26,S03,P056,4,146173,584692
2025-10-26,S03,P059,5,132723,663615
2025-10-26,S03,P053,4,78449,313796
2025-10-26,S03,P024,30,26314,789420
2025-10-26,S03,P004,27,9027,243729
2025-10-26,S03,P040,23,20298,466854
2025-10-26,S03,P047,10,54136,541360
2025-10-26,S03,P039,26,25858,672308
2025-10-26,S03,P041,9,60034,540306
2025-10-26,S03,P045,11,50412,554532
2025-10-26,S03,P048,8,67839,542712
2025-10-26,S03,P016,21,14265,299565
2025-10-26,S03,P010,28,14758,413224
2025-10-26,S03,P013,27,14412,389124
2025-10-26,S03,P055,2,106142,212284
2025-10-26,S03,P020,26,14255,370630
2025-10-26,S03,P007,31,8784,272304
2025-10-26,S03,P034,20,24060,481200
2025-10-26,S03,P037,20,26798,535960
2025-10-26,S03,P049,10,44927,449270
2025-10-26,S03,P027,28,27330,765240
2025-10-26,S03,P043,9,52204,469836
2025-10-26,S03,P008,27,6271,169317
2025-10-26,S03,P019,22,8064,177408
2025-10-26,S03,P003,13,7154,93002
2025-10-26,S03,P035,28,26927,753956
2025-10-26,S03,P009,27,9061,244647
2025-10-26,S03,P005,27,6752,182304
2025-10-26,S03,P017,31,8394,260214
2025-10-26,S03,P033,23,26693,613939
2025-10-26,S03,P025,28,21573,604044
2025-10-26,S03,P023,13,24663,320619
2025-10-26,S03,P051,9,61101,549909
2025-10-26,S03,P028,24,16173,388152
2025-10-26,S03,P031,25,24755,618875
2025-10-26,S03,P036,29,20355,590295
2025-10-26,S03,P060,5,107526,537630
2025-10-26,S03,P054,5,101024,505120
2025-10-26,S03,P002,25,11544,288600
2025-10-26,S03,P018,25,14913,372825
2025-10-26,S03,P046,9,38193,343737
2025-10-26,S03,P022,20,27186,543720
2025-10-26,S03,P032,28,20596,576688
2025-10-26,S03,P030,28,15685,439180
2025-10-26,S03,P026,26,20310,528060
2025-10-26,S03,P057,4,147562,590248
2025-10-26,S03,P001,25,14634,365850
2025-10-26,S03,P052,11,57176,628936
2025-10-26,S03,P021,30,23957,718710
2025-10-26,S03,P058,4,112806,451224
2025-10-26,S03,P015,28,11088,310464
2025-10-26,S03,P042,7,69386,485702
2025-10-26,S03,P044,9,65718,591462
2025-10-26,S03,P006,25,11014,275350
2025-10-26,S03,P011,30,12047,361410
2025-10-26,S04,P014,18,10206,183708
2025-10-26,S04,P038,20,20282,405640
2025-10-26,S04,P050,13,47926,623038
2025-10-26,S04,P029,19,27143,515717
2025-10-26,S04,P012,17,10340,175780
2025-10-26,S04,P056,8,146173,1169384
2025-10-26,S04,P059,7,132723,929061
2025-10-26,S04,P053,10,78449,784490
2025-10-26,S04,P024,20,26314,526280
2025-10-26,S04,P004,19,9027,171513
2025-10-26,S04,P040,16,20298,324768
2025-10-26,S04,P047,12,54136,649632
2025-10-26,S04,P039,18,25858,465444
2025-10-26,S04,P041,12,60034,720408
2025-10-26,S04,P045,10,50412,504120
2025-10-26,S04,P048,14,67839,949746
2025-10-26,S04,P016,20,14265,285300
2025-10-26,S04,P010,15,14758,221370
2025-10-26,S04,P013,20,14412,288240
2025-10-26,S04,P055,5,106142,530710
2025-10-26,S04,P020,15,14255,213825
2025-10-26,S04,P007,16,8784,140544
2025-10-26,S04,P034,18,24060,433080
2025-10-26,S04,P037,15,26798,401970
2025-10-26,S04,P049,10,44927,449270
2025-10-26,S04,P027,17,27330,464610
2025-10-26,S04,P043,14,52204,730856
2025-10-26,S04,P008,14,6271,87794
2025-10-26,S04,P019,15,8064,120960
2025-10-26,S04,P003,7,7154,50078
2025-10-26,S04,P035,17,26927,457759
2025-10-26,S04,P009,18,9061,163098
2025-10-26,S04,P005,16,6752,108032
2025-10-26,S04,P017,14,8394,117516
2025-10-26,S04,P033,21,26693,560553
2025-10-26,S04,P025,22,21573,474606
2025-10-26,S04,P023,8,24663,197304
2025-10-26,S04,P051,11,61101,672111
2025-10-26,S04,P028,19,16173,307287
2025-10-26,S04,P031,19,24755,470345
2025-10-26,S04,P036,21,20355,427455
2025-10-26,S04,P060,8,107526,860208
2025-10-26,S04,P054,10,101024,1010240
2025-10-26,S04,P002,17,11544,196248
2025-10-26,S04,P018,17,14913,253521
2025-10-26,S04,P046,15,38193,572895
2025-10-26,S04,P022,17,27186,462162
2025-10-26,S04,P032,16,20596,329536
2025-10-26,S04,P030,20,15685,313700
2025-10-26,S04,P026,15,20310,304650
2025-10-26,S04,P057,8,147562,1180496
2025-10-26,S04,P001,17,14634,248778
2025-10-26,S04,P052,13,57176,743288
2025-10-26,S04,P021,21,23957,503097
2025-10-26,S04,P058,7,112806,789642
2025-10-26,S04,P015,16,11088,177408
2025-10-26,S04,P042,13,69386,902018
2025-10-26,S04,P044,10,65718,657180
2025-10-26,S04,P006,17,11014,187238
2025-10-26,S04,P011,18,12047,216846
2025-10-26,S05,P014,23,10206,234738
2025-10-26,S05,P038,30,20282,608460
2025-10-26,S05,P050,10,47926,479260
2025-10-26,S05,P029,21,27143,570003
2025-10-26,S05,P012,27,10340,279180
2025-10-26,S05,P056,4,146173,584692
2025-10-26,S05,P059,4,132723,530892
2025-10-26,S05,P053,5,78449,392245
2025-10-26,S05,P024,21,26314,552594
2025-10-26,S05,P004,25,9027,225675
2025-10-26,S05,P040,23,20298,466854
2025-10-26,S05,P047,10,54136,541360
2025-10-26,S05,P039,24,25858,620592
2025-10-26,S05,P041,9,60034,540306
2025-10-26,S05,P045,11,50412,554532
2025-10-26,S05,P048,9,67839,610551
2025-10-26,S05,P016,31,14265,442215
2025-10-26,S05,P010,28,14758,413224
2025-10-26,S05,P013,28,14412,403536
2025-10-26,S05,P055,2,106142,212284
2025-10-26,S05,P020,29,14255,413395
2025-10-26,S05,P007,25,8784,219600
2025-10-26,S05,P034,22,24060,529320
2025-10-26,S05,P037,29,26798,777142
2025-10-26,S05,P049,8,44927,359416
2025-10-26,S05,P027,27,27330,737910
2025-10-26,S05,P043,8,52204,417632
2025-10-26,S05,P008,30,6271,188130
2025-10-26,S05,P019,21,8064,169344
2025-10-26,S05,P003,16,7154,114464
2025-10-26,S05,P035,24,26927,646248
2025-10-26,S05,P009,30,9061,271830
2025-10-26,S05,P005,24,6752,162048
2025-10-26,S05,P017,23,8394,193062
2025-10-26,S05,P033,27,26693,720711
2025-10-26,S05,P025,26,21573,560898
2025-10-26,S05,P023,11,24663,271293
2025-10-26,S05,P051,9,61101,549909
2025-10-26,S05,P028,24,16173,388152
2025-10-26,S05,P031,28,24755,693140
2025-10-26,S05,P036,27,20355,549585
2025-10-26,S05,P060,4,107526,430104
2025-10-26,S05,P054,5,101024,505120
2025-10-26,S05,P002,29,11544,334776
2025-10-26,S05,P018,23,14913,342999
2025-10-26,S05,P046,10,38193,381930
2025-10-26,S05,P022,26,27186,706836
2025-10-26,S05,P032,24,20596,494304
2025-10-26,S05,P030,28,15685,439180
2025-10-26,S05,P026,29,20310,588990
2025-10-26,S05,P057,4,147562,590248
2025-10-26,S05,P001,21,14634,307314
2025-10-26,S05,P052,9,57176,514584
2025-10-26,S05,P021,25,23957,598925
2025-10-26,S05,P058,4,112806,451224
2025-10-26,S05,P015,31,11088,343728
2025-10-26,S05,P042,8,69386,555088
2025-10-26,S05,P044,9,65718,591462
2025-10-26,S05,P006,27,11014,297378
2025-10-26,S05,P011,21,12047,252987
2025-10-26,S06,P014,18,10206,183708
2025-10-26,S06,P038,14,20282,283948
2025-10-26,S06,P050,11,47926,527186
2025-10-26,S06,P029,18,27143,488574
2025-10-26,S06,P012,15,10340,155100
2025-10-26,S06,P056,10,146173,1461730
2025-10-26,S06,P059,11,132723,1459953
2025-10-26,S06,P053,8,78449,627592
2025-10-26,S06,P024,17,26314,447338
2025-10-26,S06,P004,14,9027,126378
2025-10-26,S06,P040,21,20298,426258
2025-10-26,S06,P047,14,54136,757904
2025-10-26,S06,P039,18,25858,465444
2025-10-26,S06,P041,12,60034,720408
2025-10-26,S06,P045,11,50412,554532
2025-10-26,S06,P048,12,67839,814068
2025-10-26,S06,P016,17,14265,242505
2025-10-26,S06,P010,20,14758,295160
2025-10-26,S06,P013,16,14412,230592
2025-10-26,S06,P055,5,106142,530710
2025-10-26,S06,P020,17,14255,242335
2025-10-26,S06,P007,16,8784,140544
2025-10-26,S06,P034,18,24060,433080
2025-10-26,S06,P037,17,26798,455566
2025-10-26,S06,P049,13,44927,584051
2025-10-26,S06,P027,18,27330,491940
2025-10-26,S06,P043,12,52204,626448
2025-10-26,S06,P008,15,6271,94065
2025-10-26,S06,P019,15,8064,120960
2025-10-26,S06,P003,7,7154,50078
2025-10-26,S06,P035,17,26927,457759
2025-10-26,S06,P009,16,9061,144976
2025-10-26,S06,P005,13,6752,87776
2025-10-26,S06,P017,15,8394,125910
2025-10-26,S06,P033,18,26693,480474
2025-10-26,S06,P025,21,21573,453033
2025-10-26,S06,P023,10,24663,246630
2025-10-26,S06,P051,15,61101,916515
2025-10-26,S06,P028,21,16173,339633
2025-10-26,S06,P031,21,24755,519855
2025-10-26,S06,P036,18,20355,366390
2025-10-26,S06,P060,10,107526,1075260
2025-10-26,S06,P054,8,101024,808192
2025-10-26,S06,P002,16,11544,184704
2025-10-26,S06,P018,15,14913,223695
2025-10-26,S06,P046,13,38193,496509
2025-10-26,S06,P022,17,27186,462162
2025-10-26,S06,P032,16,20596,329536
2025-10-26,S06,P030,21,15685,329385
2025-10-26,S06,P026,16,20310,324960
2025-10-26,S06,P057,10,147562,1475620
2025-10-26,S06,P001,19,14634,278046
2025-10-26,S06,P052,11,57176,628936
2025-10-26,S06,P021,16,23957,383312
2025-10-26,S06,P058,9,112806,1015254
2025-10-26,S06,P015,13,11088,144144
2025-10-26,S06,P042,14,69386,971404
2025-10-26,S06,P044,13,65718,854334
2025-10-26,S06,P006,20,11014,220280
2025-10-26,S06,P011,17,12047,204799
2025-10-26,S07,P014,25,10206,255150
2025-10-26,S07,P038,28,20282,567896
2025-10-26,S07,P050,8,47926,383408
2025-10-26,S07,P029,24,27143,651432
2025-10-26,S07,P012,25,10340,258500
2025-10-26,S07,P056,5,146173,730865
2025-10-26,S07,P059,4,132723,530892
2025-10-26,S07,P053,3,78449,235347
2025-10-26,S07,P024,22,26314,578908
2025-10-26,S07,P004,25,9027,225675
2025-10-26,S07,P040,22,20298,446556
2025-10-26,S07,P047,9,54136,487224
2025-10-26,S07,P039,25,25858,646450
2025-10-26,S07,P041,9,60034,540306
2025-10-26,S07,P045,8,50412,403296
2025-10-26,S07,P048,10,67839,678390
2025-10-26,S07,P016,28,14265,399420
2025-10-26,S07,P010,29,14758,427982
2025-10-26,S07,P013,24,14412,345888
2025-10-26,S07,P055,2,106142,212284
2025-10-26,S07,P020,31,14255,441905
2025-10-26,S07,P007,26,8784,228384
2025-10-26,S07,P034,23,24060,553380
2025-10-26,S07,P037,25,26798,669950
2025-10-26,S07,P049,9,44927,404343
2025-10-26,S07,P027,20,27330,546600
2025-10-26,S07,P043,10,52204,522040
2025-10-26,S07,P008,26,6271,163046
2025-10-26,S07,P019,28,8064,225792
2025-10-26,S07,P003,13,7154,93002
2025-10-26,S07,P035,27,26927,727029
2025-10-26,S07,P009,25,9061,226525
2025-10-26,S07,P005,23,6752,155296
2025-10-26,S07,P017,26,8394,218244
2025-10-26,S07,P033,24,26693,640632
2025-10-26,S07,P025,20,21573,431460
2025-10-26,S07,P023,11,24663,271293
2025-10-26,S07,P051,9,61101,549909
2025-10-26,S07,P028,22,16173,355806
2025-10-26,S07,P031,24,24755,594120
2025-10-26,S07,P036,21,20355,427455
2025-10-26,S07,P060,3,107526,322578
2025-10-26,S07,P054,5,101024,505120
2025-10-26,S07,P002,22,11544,253968
2025-10-26,S07,P018,25,14913,372825
2025-10-26,S07,P046,9,38193,343737
2025-10-26,S07,P022,22,27186,598092
2025-10-26,S07,P032,28,20596,576688
2025-10-26,S07,P030,29,15685,454865
2025-10-26,S07,P026,26,20310,528060
2025-10-26,S07,P057,4,147562,590248
2025-10-26,S07,P001,27,14634,395118
2025-10-26,S07,P052,10,57176,571760
2025-10-26,S07,P021,21,23957,503097
2025-10-26,S07,P058,4,112806,451224
2025-10-26,S07,P015,32,11088,354816
2025-10-26,S07,P042,10,69386,693860
2025-10-26,S07,P044,8,65718,525744
2025-10-26,S07,P006,27,11014,297378
2025-10-26,S07,P011,31,12047,373457
2025-10-26,S08,P014,24,10206,244944
2025-10-26,S08,P038,25,20282,507050
2025-10-26,S08,P050,10,47926,479260
2025-10-26,S08,P029,24,27143,651432
2025-10-26,S08,P012,29,10340,299860
2025-10-26,S08,P056,5,146173,730865
2025-10-26,S08,P059,4,132723,530892
2025-10-26,S08,P053,4,78449,313796
2025-10-26,S08,P024,29,26314,763106
2025-10-26,S08,P004,25,9027,225675
2025-10-26,S08,P040,26,20298,527748
2025-10-26,S08,P047,8,54136,433088
2025-10-26,S08,P039,28,25858,724024
2025-10-26,S08,P041,8,60034,480272
2025-10-26,S08,P045,8,50412,403296
2025-10-26,S08,P048,11,67839,746229
2025-10-26,S08,P016,21,14265,299565
2025-10-26,S08,P010,22,14758,324676
2025-10-26,S08,P013,22,14412,317064
2025-10-26,S08,P055,2,106142,212284
2025-10-26,S08,P020,22,14255,313610
2025-10-26,S08,P007,32,8784,281088
2025-10-26,S08,P034,28,24060,673680
2025-10-26,S08,P037,24,26798,643152
2025-10-26,S08,P049,8,44927,359416
2025-10-26,S08,P027,22,27330,601260
2025-10-26,S08,P043,7,52204,365428
2025-10-26,S08,P008,30,6271,188130
2025-10-26,S08,P019,28,8064,225792
2025-10-26,S08,P003,14,7154,100156
2025-10-26,S08,P035,27,26927,727029
2025-10-26,S08,P009,28,9061,253708
2025-10-26,S08,P005,29,6752,195808
2025-10-26,S08,P017,29,8394,243426
2025-10-26,S08,P033,20,26693,533860
2025-10-26,S08,P025,25,21573,539325
2025-10-26,S08,P023,14,24663,345282
2025-10-26,S08,P051,7,61101,427707
2025-10-26,S08,P028,27,16173,436671
2025-10-26,S08,P031,30,24755,742650
2025-10-26,S08,P036,21,20355,427455
2025-10-26,S08,P060,4,107526,430104
2025-10-26,S08,P054,4,101024,404096
2025-10-26,S08,P002,25,11544,288600
2025-10-26,S08,P018,25,14913,372825
2025-10-26,S08,P046,9,38193,343737
2025-10-26,S08,P022,24,27186,652464
2025-10-26,S08,P032,22,20596,453112
2025-10-26,S08,P030,29,15685,454865
2025-10-26,S08,P026,24,20310,487440
2025-10-26,S08,P057,5,147562,737810
2025-10-26,S08,P001,25,14634,365850
2025-10-26,S08,P052,9,57176,514584
2025-10-26,S08,P021,30,23957,718710
2025-10-26,S08,P058,4,112806,451224
2025-10-26,S08,P015,24,11088,266112
2025-10-26,S08,P042,8,69386,555088
2025-10-26,S08,P044,10,65718,657180
2025-10-26,S08,P006,23,11014,253322
2025-10-26,S08,P011,28,12047,337316
2025-10-26,S09,P014,28,10206,285768
2025-10-26,S09,P038,26,20282,527332
2025-10-26,S09,P050,8,47926,383408
2025-10-26,S09,P029,21,27143,570003
2025-10-26,S09,P012,30,10340,310200
