store_id,model_id,segment,forecast_demand,safety_stock,recommended_inventory
S14,P050,Premium,124,25,149
S14,P051,Premium,124,25,149
S14,P052,Premium,124,25,149
S14,P053,Flagship,45,9,54
S14,P054,Flagship,62,12,74
S14,P055,Flagship,39,8,47
S14,P056,Flagship,62,12,74
S14,P057,Flagship,50,10,60
S14,P058,Flagship,62,12,74
S14,P059,Flagship,62,12,74
S14,P060,Flagship,62,12,74
S15,P001,Budget,260,52,312
S15,P002,Budget,558,112,670
S15,P003,Budget,271,54,325
S15,P004,Budget,558,112,670
S15,P005,Budget,408,82,490
S15,P006,Budget,557,111,668
S15,P007,Budget,558,112,670
S15,P008,Budget,558,112,670
S15,P009,Budget,558,112,670
S15,P010,Budget,557,111,668
S15,P011,Budget,558,112,670
S15,P012,Budget,558,112,670
S15,P013,Budget,558,112,670
S15,P014,Budget,558,112,670
S15,P015,Budget,558,112,670
S15,P016,Budget,558,112,670
S15,P017,Budget,558,112,670
S15,P018,Budget,558,112,670
S15,P019,Budget,555,111,666
S15,P020,Budget,558,112,670
S15,P021,Mid-range,255,51,306
S15,P022,Mid-range,500,100,600
S15,P023,Mid-range,255,51,306
S15,P024,Mid-range,499,100,599
S15,P025,Mid-range,255,51,306
S15,P026,Mid-range,500,100,600
S15,P027,Mid-range,500,100,600
S15,P028,Mid-range,501,100,601
S15,P029,Mid-range,502,100,602
S15,P030,Mid-range,501,100,601
S15,P031,Mid-range,502,100,602
S15,P032,Mid-range,499,100,599
S15,P033,Mid-range,501,100,601
S15,P034,Mid-range,500,100,600
S15,P035,Mid-range,500,100,600
S15,P036,Mid-range,499,100,599
S15,P037,Mid-range,503,101,604
S15,P038,Mid-range,503,101,604
S15,P039,Mid-range,499,100,599
S15,P040,Mid-range,499,100,599
S15,P041,Premium,167,33,200
S15,P042,Premium,190,38,228
S15,P043,Premium,75,15,90
S15,P044,Premium,191,38,229
S15,P045,Premium,190,38,228
S15,P046,Premium,191,38,229
S15,P047,Premium,190,38,228
S15,P048,Premium,190,38,228
S15,P049,Premium,191,38,229
S15,P050,Premium,191,38,229
S15,P051,Premium,190,38,228
S15,P052,Premium,190,38,228
S15,P053,Flagship,62,12,74
S15,P054,Flagship,63,13,76
S15,P055,Flagship,62,12,74
S15,P056,Flagship,65,13,78
S15,P057,Flagship,63,13,76
S15,P058,Flagship,63,13,76
S15,P059,Flagship,67,13,80
S15,P060,Flagship,63,13,76
S16,P001,Budget,372,74,446
S16,P002,Budget,755,151,906
S16,P003,Budget,374,75,449
S16,P004,Budget,755,151,906
S16,P005,Budget,523,105,628
S16,P006,Budget,755,151,906
S16,P007,Budget,755,151,906
S16,P008,Budget,754,151,905
S16,P009,Budget,754,151,905
S16,P010,Budget,755,151,906
S16,P011,Budget,755,151,906
S16,P012,Budget,755,151,906
S16,P013,Budget,755,151,906
S16,P014,Budget,755,151,906
S16,P015,Budget,755,151,906
S16,P016,Budget,755,151,906
S16,P017,Budget,755,151,906
S16,P018,Budget,755,151,906
S16,P019,Budget,755,151,906
S16,P020,Budget,755,151,906
S16,P021,Mid-range,190,38,228
S16,P022,Mid-range,433,87,520
S16,P023,Mid-range,187,37,224
S16,P024,Mid-range,432,86,518
S16,P025,Mid-range,187,37,224
S16,P026,Mid-range,434,87,521
S16,P027,Mid-range,435,87,522
S16,P028,Mid-range,434,87,521
S16,P029,Mid-range,435,87,522
S16,P030,Mid-range,434,87,521
S16,P031,Mid-range,432,86,518
S16,P032,Mid-range,434,87,521
S16,P033,Mid-range,431,86,517
S16,P034,Mid-range,434,87,521
S16,P035,Mid-range,434,87,521
S16,P036,Mid-range,434,87,521
S16,P037,Mid-range,435,87,522
S16,P038,Mid-range,434,87,521
S16,P039,Mid-range,434,87,521
S16,P040,Mid-range,431,86,517
S16,P041,Premium,110,22,132
S16,P042,Premium,124,25,149
S16,P043,Premium,62,12,74
S16,P044,Premium,124,25,149
S16,P045,Premium,124,25,149
S16,P046,Premium,124,25,149
S16,P047,Premium,124,25,149
S16,P048,Premium,124,25,149
S16,P049,Premium,124,25,149
S16,P050,Premium,124,25,149
S16,P051,Premium,124,25,149
S16,P052,Premium,124,25,149
S16,P053,Flagship,44,9,53
S16,P054,Flagship,62,12,74
S16,P055,Flagship,53,11,64
S16,P056,Flagship,62,12,74
S16,P057,Flagship,59,12,71
S16,P058,Flagship,62,12,74
S16,P059,Flagship,62,12,74
S16,P060,Flagship,62,12,74
S17,P001,Budget,385,77,462
S17,P002,Budget,754,151,905
S17,P003,Budget,372,74,446
S17,P004,Budget,754,151,905
S17,P005,Budget,527,105,632
S17,P006,Budget,754,151,905
S17,P007,Budget,754,151,905
S17,P008,Budget,754,151,905
S17,P009,Budget,754,151,905
S17,P010,Budget,754,151,905
S17,P011,Budget,754,151,905
S17,P012,Budget,754,151,905
S17,P013,Budget,754,151,905
S17,P014,Budget,755,151,906
S17,P015,Budget,754,151,905
S17,P016,Budget,754,151,905
S17,P017,Budget,754,151,905
S17,P018,Budget,755,151,906
S17,P019,Budget,754,151,905
S17,P020,Budget,754,151,905
S17,P021,Mid-range,189,38,227
S17,P022,Mid-range,433,87,520
S17,P023,Mid-range,191,38,229
S17,P024,Mid-range,431,86,517
S17,P025,Mid-range,187,37,224
S17,P026,Mid-range,434,87,521
S17,P027,Mid-range,433,87,520
S17,P028,Mid-range,435,87,522
S17,P029,Mid-range,434,87,521
S17,P030,Mid-range,434,87,521
S17,P031,Mid-range,432,86,518
S17,P032,Mid-range,427,85,512
S17,P033,Mid-range,434,87,521
S17,P034,Mid-range,429,86,515
S17,P035,Mid-range,432,86,518
S17,P036,Mid-range,434,87,521
S17,P037,Mid-range,429,86,515
S17,P038,Mid-range,434,87,521
S17,P039,Mid-range,431,86,517
S17,P040,Mid-range,433,87,520
S17,P041,Premium,113,23,136
S17,P042,Premium,124,25,149
S17,P043,Premium,62,12,74
S17,P044,Premium,124,25,149
S17,P045,Premium,124,25,149
S17,P046,Premium,124,25,149
S17,P047,Premium,124,25,149
S17,P048,Premium,124,25,149
S17,P049,Premium,124,25,149
S17,P050,Premium,124,25,149
S17,P051,Premium,124,25,149
S17,P052,Premium,124,25,149
S17,P053,Flagship,56,11,67
S17,P054,Flagship,62,12,74
S17,P055,Flagship,51,10,61
S17,P056,Flagship,62,12,74
S17,P057,Flagship,53,11,64
S17,P058,Flagship,62,12,74
S17,P059,Flagship,62,12,74
S17,P060,Flagship,62,12,74
S18,P001,Budget,374,75,449
S18,P002,Budget,754,151,905
S18,P003,Budget,375,75,450
S18,P004,Budget,753,151,904
S18,P005,Budget,519,104,623
S18,P006,Budget,753,151,904
S18,P007,Budget,754,151,905
S18,P008,Budget,753,151,904
S18,P009,Budget,753,151,904
S18,P010,Budget,753,151,904
S18,P011,Budget,754,151,905
S18,P012,Budget,754,151,905
S18,P013,Budget,753,151,904
S18,P014,Budget,752,150,902
S18,P015,Budget,753,151,904
S18,P016,Budget,754,151,905
S18,P017,Budget,754,151,905
S18,P018,Budget,753,151,904
S18,P019,Budget,753,151,904
S18,P020,Budget,754,151,905
S18,P021,Mid-range,188,38,226
S18,P022,Mid-range,432,86,518
S18,P023,Mid-range,188,38,226
S18,P024,Mid-range,434,87,521
S18,P025,Mid-range,187,37,224
S18,P026,Mid-range,433,87,520
S18,P027,Mid-range,432,86,518
S18,P028,Mid-range,434,87,521
S18,P029,Mid-range,433,87,520
S18,P030,Mid-range,430,86,516
S18,P031,Mid-range,434,87,521
S18,P032,Mid-range,429,86,515
S18,P033,Mid-range,432,86,518
S18,P034,Mid-range,431,86,517
S18,P035,Mid-range,434,87,521
S18,P036,Mid-range,432,86,518
S18,P037,Mid-range,428,86,514
S18,P038,Mid-range,427,85,512
S18,P039,Mid-range,434,87,521
S18,P040,Mid-range,428,86,514
S18,P041,Premium,110,22,132
S18,P042,Premium,124,25,149
S18,P043,Premium,62,12,74
S18,P044,Premium,124,25,149
S18,P045,Premium,124,25,149
S18,P046,Premium,124,25,149
S18,P047,Premium,124,25,149
S18,P048,Premium,124,25,149
S18,P049,Premium,124,25,149
S18,P050,Premium,124,25,149
S18,P051,Premium,124,25,149
S18,P052,Premium,124,25,149
S18,P053,Flagship,60,12,72
S18,P054,Flagship,62,12,74
S18,P055,Flagship,54,11,65
S18,P056,Flagship,62,12,74
S18,P057,Flagship,61,12,73
S18,P058,Flagship,62,12,74
S18,P059,Flagship,62,12,74
S18,P060,Flagship,62,12,74
S19,P001,Budget,376,75,451
S19,P002,Budget,755,151,906
S19,P003,Budget,373,75,448
S19,P004,Budget,755,151,906
S19,P005,Budget,523,105,628
S19,P006,Budget,755,151,906
S19,P007,Budget,756,151,907
S19,P008,Budget,754,151,905
S19,P009,Budget,755,151,906
S19,P010,Budget,756,151,907
S19,P011,Budget,755,151,906
S19,P012,Budget,755,151,906
S19,P013,Budget,755,151,906
S19,P014,Budget,756,151,907
S19,P015,Budget,755,151,906
S19,P016,Budget,754,151,905
S19,P017,Budget,755,151,906
S19,P018,Budget,755,151,906
S19,P019,Budget,755,151,906
S19,P020,Budget,755,151,906
S19,P021,Mid-range,187,37,224
S19,P022,Mid-range,431,86,517
S19,P023,Mid-range,197,39,236
S19,P024,Mid-range,426,85,511
S19,P025,Mid-range,187,37,224
S19,P026,Mid-range,428,86,514
S19,P027,Mid-range,429,86,515
S19,P028,Mid-range,430,86,516
S19,P029,Mid-range,431,86,517
S19,P030,Mid-range,434,87,521
S19,P031,Mid-range,430,86,516
S19,P032,Mid-range,424,85,509
S19,P033,Mid-range,432,86,518
S19,P034,Mid-range,432,86,518
S19,P035,Mid-range,426,85,511
S19,P036,Mid-range,433,87,520
S19,P037,Mid-range,433,87,520
S19,P038,Mid-range,432,86,518
S19,P039,Mid-range,428,86,514
S19,P040,Mid-range,433,87,520
S19,P041,Premium,110,22,132
S19,P042,Premium,124,25,149
S19,P043,Premium,62,12,74
S19,P044,Premium,124,25,149
S19,P045,Premium,124,25,149
S19,P046,Premium,124,25,149
S19,P047,Premium,124,25,149
S19,P048,Premium,124,25,149
S19,P049,Premium,124,25,149
S19,P050,Premium,125,25,150
S19,P051,Premium,124,25,149
S19,P052,Premium,124,25,149
S19,P053,Flagship,37,7,44
S19,P054,Flagship,62,12,74
S19,P055,Flagship,45,9,54
S19,P056,Flagship,62,12,74
S19,P057,Flagship,56,11,67
S19,P058,Flagship,62,12,74
S19,P059,Flagship,62,12,74
S19,P060,Flagship,62,12,74
S20,P001,Budget,400,80,480
S20,P002,Budget,753,151,904
S20,P003,Budget,372,74,446
S20,P004,Budget,754,151,905
S20,P005,Budget,528,106,634
S20,P006,Budget,754,151,905
S20,P007,Budget,754,151,905
S20,P008,Budget,754,151,905
S20,P009,Budget,754,151,905
S20,P010,Budget,754,151,905
S20,P011,Budget,753,151,904
S20,P012,Budget,754,151,905
S20,P013,Budget,754,151,905
S20,P014,Budget,754,151,905
S20,P015,Budget,754,151,905
S20,P016,Budget,755,151,906
S20,P017,Budget,753,151,904
S20,P018,Budget,754,151,905
S20,P019,Budget,754,151,905
S20,P020,Budget,754,151,905
S20,P021,Mid-range,187,37,224
S20,P022,Mid-range,430,86,516
S20,P023,Mid-range,187,37,224
S20,P024,Mid-range,429,86,515
S20,P025,Mid-range,192,38,230
S20,P026,Mid-range,426,85,511
S20,P027,Mid-range,434,87,521
S20,P028,Mid-range,433,87,520
S20,P029,Mid-range,434,87,521
S20,P030,Mid-range,430,86,516
S20,P031,Mid-range,430,86,516
S20,P032,Mid-range,430,86,516
S20,P033,Mid-range,433,87,520
S20,P034,Mid-range,433,87,520
S20,P035,Mid-range,433,87,520
S20,P036,Mid-range,434,87,521
S20,P037,Mid-range,431,86,517
S20,P038,Mid-range,434,87,521
S20,P039,Mid-range,421,84,505
S20,P040,Mid-range,420,84,504
S20,P041,Premium,110,22,132
S20,P042,Premium,124,25,149
S20,P043,Premium,62,12,74
S20,P044,Premium,124,25,149
S20,P045,Premium,124,25,149
S20,P046,Premium,124,25,149
S20,P047,Premium,124,25,149
S20,P048,Premium,124,25,149
S20,P049,Premium,124,25,149
S20,P050,Premium,124,25,149
S20,P051,Premium,124,25,149
S20,P052,Premium,124,25,149
S20,P053,Flagship,21,4,25
S20,P054,Flagship,62,12,74
S20,P055,Flagship,20,4,24
S20,P056,Flagship,62,12,74
S20,P057,Flagship,47,9,56
S20,P058,Flagship,62,12,74
S20,P059,Flagship,62,12,74
S20,P060,Flagship,62,12,74
S21,P001,Budget,376,75,451
S21,P002,Budget,754,151,905
S21,P003,Budget,372,74,446
S21,P004,Budget,754,151,905
S21,P005,Budget,516,103,619
S21,P006,Budget,754,151,905
S21,P007,Budget,754,151,905
S21,P008,Budget,753,151,904
S21,P009,Budget,754,151,905
S21,P010,Budget,754,151,905
S21,P011,Budget,753,151,904
S21,P012,Budget,754,151,905
S21,P013,Budget,754,151,905
S21,P014,Budget,754,151,905
S21,P015,Budget,754,151,905
S21,P016,Budget,754,151,905
S21,P017,Budget,755,151,906
S21,P018,Budget,755,151,906
S21,P019,Budget,754,151,905
S21,P020,Budget,754,151,905
S21,P021,Mid-range,187,37,224
S21,P022,Mid-range,432,86,518
S21,P023,Mid-range,190,38,228
S21,P024,Mid-range,434,87,521
S21,P025,Mid-range,187,37,224
S21,P026,Mid-range,430,86,516
S21,P027,Mid-range,433,87,520
S21,P028,Mid-range,430,86,516
S21,P029,Mid-range,433,87,520
S21,P030,Mid-range,430,86,516
S21,P031,Mid-range,433,87,520
S21,P032,Mid-range,431,86,517
S21,P033,Mid-range,433,87,520
S21,P034,Mid-range,433,87,520
S21,P035,Mid-range,433,87,520
S21,P036,Mid-range,434,87,521
S21,P037,Mid-range,434,87,521
S21,P038,Mid-range,434,87,521
S21,P039,Mid-range,423,85,508
S21,P040,Mid-range,434,87,521
S21,P041,Premium,110,22,132
S21,P042,Premium,124,25,149
S21,P043,Premium,62,12,74
S21,P044,Premium,124,25,149
S21,P045,Premium,124,25,149
S21,P046,Premium,124,25,149
S21,P047,Premium,124,25,149
S21,P048,Premium,124,25,149
S21,P049,Premium,124,25,149
S21,P050,Premium,124,25,149
S21,P051,Premium,124,25,149
S21,P052,Premium,124,25,149
S21,P053,Flagship,36,7,43
S21,P054,Flagship,62,12,74
S21,P055,Flagship,40,8,48
S21,P056,Flagship,62,12,74
S21,P057,Flagship,49,10,59
S21,P058,Flagship,62,12,74
S21,P059,Flagship,62,12,74
S21,P060,Flagship,62,12,74
S22,P001,Budget,372,74,446
S22,P002,Budget,754,151,905
S22,P003,Budget,373,75,448
S22,P004,Budget,753,151,904
S22,P005,Budget,519,104,623
S22,P006,Budget,753,151,904
S22,P007,Budget,754,151,905
S22,P008,Budget,753,151,904
S22,P009,Budget,753,151,904
S22,P010,Budget,753,151,904
S22,P011,Budget,754,151,905
S22,P012,Budget,754,151,905
S22,P013,Budget,754,151,905
S22,P014,Budget,753,151,904
S22,P015,Budget,751,150,901
S22,P016,Budget,754,151,905
S22,P017,Budget,753,151,904
S22,P018,Budget,753,151,904
S22,P019,Budget,752,150,902
S22,P020,Budget,754,151,905
S22,P021,Mid-range,187,37,224
S22,P022,Mid-range,431,86,517
S22,P023,Mid-range,187,37,224
S22,P024,Mid-range,434,87,521
S22,P025,Mid-range,187,37,224
S22,P026,Mid-range,431,86,517
S22,P027,Mid-range,426,85,511
S22,P028,Mid-range,417,83,500
S22,P029,Mid-range,432,86,518
S22,P030,Mid-range,429,86,515
S22,P031,Mid-range,434,87,521
S22,P032,Mid-range,423,85,508
S22,P033,Mid-range,430,86,516
S22,P034,Mid-range,432,86,518
S22,P035,Mid-range,428,86,514
S22,P036,Mid-range,431,86,517
S22,P037,Mid-range,434,87,521
S22,P038,Mid-range,434,87,521
S22,P039,Mid-range,430,86,516
S22,P040,Mid-range,433,87,520
S22,P041,Premium,110,22,132
S22,P042,Premium,124,25,149
S22,P043,Premium,62,12,74
S22,P044,Premium,124,25,149
S22,P045,Premium,124,25,149
S22,P046,Premium,124,25,149
S22,P047,Premium,124,25,149
S22,P048,Premium,124,25,149
S22,P049,Premium,124,25,149
S22,P050,Premium,124,25,149
S22,P051,Premium,124,25,149
S22,P052,Premium,124,25,149
S22,P053,Flagship,56,11,67
S22,P054,Flagship,62,12,74
S22,P055,Flagship,49,10,59
S22,P056,Flagship,62,12,74
S22,P057,Flagship,60,12,72
S22,P058,Flagship,62,12,74
S22,P059,Flagship,62,12,74
S22,P060,Flagship,62,12,74
S23,P001,Budget,263,53,316
S23,P002,Budget,558,112,670
S23,P003,Budget,269,54,323
S23,P004,Budget,558,112,670
S23,P005,Budget,416,83,499
S23,P006,Budget,558,112,670
S23,P007,Budget,558,112,670
S23,P008,Budget,558,112,670
S23,P009,Budget,558,112,670
S23,P010,Budget,558,112,670
S23,P011,Budget,558,112,670
S23,P012,Budget,558,112,670
S23,P013,Budget,558,112,670
S23,P014,Budget,558,112,670
S23,P015,Budget,558,112,670
S23,P016,Budget,558,112,670
S23,P017,Budget,558,112,670
S23,P018,Budget,558,112,670
S23,P019,Budget,556,111,667
S23,P020,Budget,558,112,670
S23,P021,Mid-range,256,51,307
S23,P022,Mid-range,500,100,600
S23,P023,Mid-range,256,51,307
S23,P024,Mid-range,499,100,599
S23,P025,Mid-range,254,51,305
S23,P026,Mid-range,499,100,599
S23,P027,Mid-range,500,100,600
S23,P028,Mid-range,500,100,600
S23,P029,Mid-range,500,100,600
S23,P030,Mid-range,499,100,599
S23,P031,Mid-range,501,100,601
S23,P032,Mid-range,497,99,596
S23,P033,Mid-range,501,100,601
S23,P034,Mid-range,499,100,599
S23,P035,Mid-range,500,100,600
S23,P036,Mid-range,499,100,599
S23,P037,Mid-range,501,100,601
S23,P038,Mid-range,499,100,599
S23,P039,Mid-range,499,100,599
S23,P040,Mid-range,499,100,599
S23,P041,Premium,166,33,199
S23,P042,Premium,190,38,228
S23,P043,Premium,76,15,91
S23,P044,Premium,191,38,229
S23,P045,Premium,190,38,228
S23,P046,Premium,193,39,232
S23,P047,Premium,190,38,228
S23,P048,Premium,190,38,228
S23,P049,Premium,191,38,229
S23,P050,Premium,191,38,229
S23,P051,Premium,191,38,229
S23,P052,Premium,190,38,228
S23,P053,Flagship,62,12,74
S23,P054,Flagship,75,15,90
S23,P055,Flagship,62,12,74
S23,P056,Flagship,66,13,79
S23,P057,Flagship,67,13,80
S23,P058,Flagship,65,13,78
S23,P059,Flagship,63,13,76
S23,P060,Flagship,64,13,77
S24,P001,Budget,257,51,308
S24,P002,Budget,558,112,670
S24,P003,Budget,261,52,313
S24,P004,Budget,558,112,670
S24,P005,Budget,411,82,493
S24,P006,Budget,558,112,670
S24,P007,Budget,558,112,670
S24,P008,Budget,558,112,670
S24,P009,Budget,558,112,670
S24,P010,Budget,558,112,670
S24,P011,Budget,558,112,670
S24,P012,Budget,558,112,670
S24,P013,Budget,558,112,670
S24,P014,Budget,558,112,670
S24,P015,Budget,558,112,670
S24,P016,Budget,558,112,670
S24,P017,Budget,558,112,670
S24,P018,Budget,558,112,670
S24,P019,Budget,558,112,670
S24,P020,Budget,558,112,670
S24,P021,Mid-range,259,52,311
S24,P022,Mid-range,500,100,600
S24,P023,Mid-range,257,51,308
S24,P024,Mid-range,499,100,599
S24,P025,Mid-range,255,51,306
S24,P026,Mid-range,499,100,599
S24,P027,Mid-range,500,100,600
S24,P028,Mid-range,502,100,602
S24,P029,Mid-range,500,100,600
S24,P030,Mid-range,499,100,599
S24,P031,Mid-range,501,100,601
S24,P032,Mid-range,499,100,599
S24,P033,Mid-range,500,100,600
S24,P034,Mid-range,501,100,601
S24,P035,Mid-range,501,100,601
S24,P036,Mid-range,499,100,599
S24,P037,Mid-range,501,100,601
S24,P038,Mid-range,499,100,599
S24,P039,Mid-range,498,100,598
S24,P040,Mid-range,499,100,599
S24,P041,Premium,170,34,204
S24,P042,Premium,191,38,229
S24,P043,Premium,82,16,98
S24,P044,Premium,191,38,229
S24,P045,Premium,191,38,229
S24,P046,Premium,191,38,229
S24,P047,Premium,191,38,229
S24,P048,Premium,191,38,229
S24,P049,Premium,191,38,229
S24,P050,Premium,191,38,229
S24,P051,Premium,191,38,229
S24,P052,Premium,191,38,229
S24,P053,Flagship,62,12,74
S24,P054,Flagship,63,13,76
S24,P055,Flagship,62,12,74
S24,P056,Flagship,63,13,76
S24,P057,Flagship,67,13,80
S24,P058,Flagship,63,13,76
S24,P059,Flagship,63,13,76
S24,P060,Flagship,63,13,76
S25,P001,Budget,376,75,451
S25,P002,Budget,755,151,906
S25,P003,Budget,373,75,448
S25,P004,Budget,753,151,904
S25,P005,Budget,514,103,617
S25,P006,Budget,753,151,904
S25,P007,Budget,753,151,904
S25,P008,Budget,754,151,905
S25,P009,Budget,753,151,904
S25,P010,Budget,753,151,904
S25,P011,Budget,754,151,905
S25,P012,Budget,754,151,905
S25,P013,Budget,754,151,905
S25,P014,Budget,754,151,905
S25,P015,Budget,753,151,904
S25,P016,Budget,753,151,904
S25,P017,Budget,754,151,905
S25,P018,Budget,754,151,905
S25,P019,Budget,754,151,905
S25,P020,Budget,754,151,905
S25,P021,Mid-range,187,37,224
S25,P022,Mid-range,429,86,515
S25,P023,Mid-range,187,37,224
S25,P024,Mid-range,433,87,520
S25,P025,Mid-range,187,37,224
S25,P026,Mid-range,430,86,516
S25,P027,Mid-range,434,87,521
S25,P028,Mid-range,432,86,518
S25,P029,Mid-range,433,87,520
S25,P030,Mid-range,433,87,520
S25,P031,Mid-range,434,87,521
S25,P032,Mid-range,434,87,521
S25,P033,Mid-range,428,86,514
S25,P034,Mid-range,432,86,518
S25,P035,Mid-range,431,86,517
S25,P036,Mid-range,434,87,521
S25,P037,Mid-range,432,86,518
S25,P038,Mid-range,431,86,517
S25,P039,Mid-range,432,86,518
S25,P040,Mid-range,433,87,520
S25,P041,Premium,110,22,132
S25,P042,Premium,124,25,149
S25,P043,Premium,62,12,74
S25,P044,Premium,124,25,149
S25,P045,Premium,124,25,149
S25,P046,Premium,124,25,149
S25,P047,Premium,124,25,149
S25,P048,Premium,124,25,149
S25,P049,Premium,124,25,149
S25,P050,Premium,124,25,149
S25,P051,Premium,124,25,149
S25,P052,Premium,124,25,149
S25,P053,Flagship,44,9,53
S25,P054,Flagship,62,12,74
S25,P055,Flagship,57,11,68
S25,P056,Flagship,62,12,74
S25,P057,Flagship,57,11,68
S25,P058,Flagship,62,12,74
S25,P059,Flagship,62,12,74
S25,P060,Flagship,62,12,74
