store_id,model_id,segment,forecast_demand,safety_stock,recommended_inventory,current_inventory,inventory_gap,excess_inventory,shortage_inventory
S10,P010,Budget,558,112,670,779,109,109,0
S10,P011,Budget,558,112,670,678,8,8,0
S10,P012,Budget,558,112,670,812,142,142,0
S10,P013,Budget,557,111,668,689,21,21,0
S10,P014,Budget,558,112,670,694,24,24,0
S10,P015,Budget,558,112,670,821,151,151,0
S10,P016,Budget,558,112,670,631,-39,0,39
S10,P017,Budget,558,112,670,523,-147,0,147
S10,P018,Budget,557,111,668,479,-189,0,189
S10,P019,Budget,558,112,670,773,103,103,0
S10,P020,Budget,558,112,670,718,48,48,0
S10,P021,Mid-range,255,51,306,343,37,37,0
S10,P022,Mid-range,500,100,600,497,-103,0,103
S10,P023,Mid-range,255,51,306,239,-67,0,67
S10,P024,Mid-range,500,100,600,425,-175,0,175
S10,P025,Mid-range,255,51,306,279,-27,0,27
S10,P026,Mid-range,499,100,599,631,32,32,0
S10,P027,Mid-range,499,100,599,560,-39,0,39
S10,P028,Mid-range,500,100,600,577,-23,0,23
S10,P029,Mid-range,500,100,600,745,145,145,0
S10,P030,Mid-range,499,100,599,544,-55,0,55
S10,P031,Mid-range,500,100,600,605,5,5,0
S10,P032,Mid-range,499,100,599,701,102,102,0
S10,P033,Mid-range,501,100,601,564,-37,0,37
S10,P034,Mid-range,499,100,599,643,44,44,0
S10,P035,Mid-range,501,100,601,732,131,131,0
S10,P036,Mid-range,499,100,599,761,162,162,0
S10,P037,Mid-range,503,101,604,476,-128,0,128
S10,P038,Mid-range,499,100,599,752,153,153,0
S10,P039,Mid-range,499,100,599,596,-3,0,3
S10,P040,Mid-range,499,100,599,512,-87,0,87
S10,P041,Premium,170,34,204,199,-5,0,5
S10,P042,Premium,190,38,228,294,66,66,0
S10,P043,Premium,77,15,92,92,0,0,0
S10,P044,Premium,191,38,229,205,-24,0,24
S10,P045,Premium,190,38,228,246,18,18,0
S10,P046,Premium,191,38,229,193,-36,0,36
S10,P047,Premium,190,38,228,170,-58,0,58
S10,P048,Premium,190,38,228,177,-51,0,51
S10,P049,Premium,191,38,229,178,-51,0,51
S10,P050,Premium,190,38,228,180,-48,0,48
S10,P051,Premium,190,38,228,179,-49,0,49
S10,P052,Premium,190,38,228,247,19,19,0
S10,P053,Flagship,62,12,74,60,-14,0,14
S10,P054,Flagship,63,13,76,69,-7,0,7
S10,P055,Flagship,62,12,74,92,18,18,0
S10,P056,Flagship,63,13,76,75,-1,0,1
S10,P057,Flagship,62,12,74,81,7,7,0
S10,P058,Flagship,64,13,77,62,-15,0,15
S10,P059,Flagship,63,13,76,62,-14,0,14
S10,P060,Flagship,63,13,76,55,-21,0,21
S11,P001,Budget,385,77,462,370,-92,0,92
S11,P002,Budget,753,151,904,784,-120,0,120
S11,P003,Budget,372,74,446,360,-86,0,86
S11,P004,Budget,754,151,905,682,-223,0,223
S11,P005,Budget,525,105,630,487,-143,0,143
S11,P006,Budget,754,151,905,884,-21,0,21
S11,P007,Budget,754,151,905,746,-159,0,159
S11,P008,Budget,754,151,905,831,-74,0,74
S11,P009,Budget,754,151,905,907,2,2,0
S11,P010,Budget,753,151,904,1007,103,103,0
S11,P011,Budget,754,151,905,655,-250,0,250
S11,P012,Budget,754,151,905,1068,163,163,0
S11,P013,Budget,753,151,904,973,69,69,0
S11,P014,Budget,754,151,905,678,-227,0,227
S11,P015,Budget,753,151,904,1107,203,203,0
S11,P016,Budget,754,151,905,1134,229,229,0
S11,P017,Budget,754,151,905,667,-238,0,238
S11,P018,Budget,754,151,905,784,-121,0,121
S11,P019,Budget,753,151,904,1070,166,166,0
S11,P020,Budget,754,151,905,1040,135,135,0
S11,P021,Mid-range,187,37,224,182,-42,0,42
S11,P022,Mid-range,431,86,517,427,-90,0,90
S11,P023,Mid-range,187,37,224,207,-17,0,17
S11,P024,Mid-range,433,87,520,515,-5,0,5
S11,P025,Mid-range,188,38,226,242,16,16,0
S11,P026,Mid-range,433,87,520,479,-41,0,41
S11,P027,Mid-range,423,85,508,497,-11,0,11
S11,P028,Mid-range,433,87,520,597,77,77,0
S11,P029,Mid-range,433,87,520,375,-145,0,145
S11,P030,Mid-range,434,87,521,444,-77,0,77
S11,P031,Mid-range,433,87,520,587,67,67,0
S11,P032,Mid-range,427,85,512,633,121,121,0
S11,P033,Mid-range,432,86,518,522,4,4,0
S11,P034,Mid-range,432,86,518,528,10,10,0
S11,P035,Mid-range,419,84,503,384,-119,0,119
S11,P036,Mid-range,433,87,520,504,-16,0,16
S11,P037,Mid-range,434,87,521,531,10,10,0
S11,P038,Mid-range,429,86,515,435,-80,0,80
S11,P039,Mid-range,434,87,521,449,-72,0,72
S11,P040,Mid-range,434,87,521,483,-38,0,38
S11,P041,Premium,110,22,132,94,-38,0,38
S11,P042,Premium,124,25,149,133,-16,0,16
S11,P043,Premium,62,12,74,61,-13,0,13
S11,P044,Premium,124,25,149,134,-15,0,15
S11,P045,Premium,124,25,149,115,-34,0,34
S11,P046,Premium,124,25,149,184,35,35,0
S11,P047,Premium,124,25,149,157,8,8,0
S11,P048,Premium,124,25,149,165,16,16,0
S11,P049,Premium,125,25,150,176,26,26,0
S11,P050,Premium,124,25,149,149,0,0,0
S11,P051,Premium,124,25,149,112,-37,0,37
S11,P052,Premium,124,25,149,152,3,3,0
S11,P053,Flagship,49,10,59,62,3,3,0
S11,P054,Flagship,62,12,74,85,11,11,0
S11,P055,Flagship,42,8,50,48,-2,0,2
S11,P056,Flagship,62,12,74,57,-17,0,17
S11,P057,Flagship,51,10,61,53,-8,0,8
S11,P058,Flagship,62,12,74,68,-6,0,6
S11,P059,Flagship,62,12,74,80,6,6,0
S11,P060,Flagship,62,12,74,77,3,3,0
S12,P001,Budget,372,74,446,407,-39,0,39
S12,P002,Budget,754,151,905,1169,264,264,0
S12,P003,Budget,373,75,448,476,28,28,0
S12,P004,Budget,753,151,904,761,-143,0,143
S12,P005,Budget,510,102,612,466,-146,0,146
S12,P006,Budget,753,151,904,716,-188,0,188
S12,P007,Budget,753,151,904,766,-138,0,138
S12,P008,Budget,753,151,904,720,-184,0,184
S12,P009,Budget,753,151,904,734,-170,0,170
S12,P010,Budget,754,151,905,788,-117,0,117
S12,P011,Budget,753,151,904,727,-177,0,177
S12,P012,Budget,753,151,904,1119,215,215,0
S12,P013,Budget,754,151,905,677,-228,0,228
S12,P014,Budget,754,151,905,918,13,13,0
S12,P015,Budget,753,151,904,855,-49,0,49
S12,P016,Budget,754,151,905,1167,262,262,0
S12,P017,Budget,754,151,905,694,-211,0,211
S12,P018,Budget,754,151,905,850,-55,0,55
S12,P019,Budget,753,151,904,1159,255,255,0
S12,P020,Budget,754,151,905,1103,198,198,0
S12,P021,Mid-range,187,37,224,267,43,43,0
S12,P022,Mid-range,432,86,518,443,-75,0,75
S12,P023,Mid-range,189,38,227,182,-45,0,45
S12,P024,Mid-range,434,87,521,574,53,53,0
S12,P025,Mid-range,194,39,233,293,60,60,0
S12,P026,Mid-range,430,86,516,534,18,18,0
S12,P027,Mid-range,434,87,521,543,22,22,0
S12,P028,Mid-range,432,86,518,450,-68,0,68
S12,P029,Mid-range,433,87,520,604,84,84,0
S12,P030,Mid-range,431,86,517,420,-97,0,97
S12,P031,Mid-range,434,87,521,466,-55,0,55
S12,P032,Mid-range,433,87,520,497,-23,0,23
S12,P033,Mid-range,434,87,521,523,2,2,0
S12,P034,Mid-range,431,86,517,437,-80,0,80
S12,P035,Mid-range,431,86,517,398,-119,0,119
S12,P036,Mid-range,428,86,514,548,34,34,0
S12,P037,Mid-range,434,87,521,455,-66,0,66
S12,P038,Mid-range,434,87,521,546,25,25,0
S12,P039,Mid-range,430,86,516,409,-107,0,107
S12,P040,Mid-range,428,86,514,508,-6,0,6
S12,P041,Premium,112,22,134,137,3,3,0
S12,P042,Premium,124,25,149,109,-40,0,40
S12,P043,Premium,62,12,74,67,-7,0,7
S12,P044,Premium,124,25,149,116,-33,0,33
S12,P045,Premium,124,25,149,110,-39,0,39
S12,P046,Premium,124,25,149,193,44,44,0
S12,P047,Premium,124,25,149,133,-16,0,16
S12,P048,Premium,124,25,149,177,28,28,0
S12,P049,Premium,124,25,149,127,-22,0,22
S12,P050,Premium,124,25,149,165,16,16,0
S12,P051,Premium,124,25,149,172,23,23,0
S12,P052,Premium,124,25,149,158,9,9,0
S12,P053,Flagship,60,12,72,71,-1,0,1
S12,P054,Flagship,62,12,74,70,-4,0,4
S12,P055,Flagship,47,9,56,51,-5,0,5
S12,P056,Flagship,62,12,74,93,19,19,0
S12,P057,Flagship,58,12,70,84,14,14,0
S12,P058,Flagship,62,12,74,95,21,21,0
S12,P059,Flagship,62,12,74,57,-17,0,17
S12,P060,Flagship,62,12,74,84,10,10,0
S13,P001,Budget,257,51,308,389,81,81,0
S13,P002,Budget,558,112,670,542,-128,0,128
S13,P003,Budget,285,57,342,253,-89,0,89
S13,P004,Budget,558,112,670,767,97,97,0
S13,P005,Budget,414,83,497,519,22,22,0
S13,P006,Budget,555,111,666,803,137,137,0
S13,P007,Budget,558,112,670,525,-145,0,145
S13,P008,Budget,558,112,670,789,119,119,0
S13,P009,Budget,558,112,670,550,-120,0,120
S13,P010,Budget,558,112,670,535,-135,0,135
S13,P011,Budget,558,112,670,535,-135,0,135
S13,P012,Budget,558,112,670,796,126,126,0
S13,P013,Budget,557,111,668,734,66,66,0
S13,P014,Budget,558,112,670,679,9,9,0
S13,P015,Budget,558,112,670,613,-57,0,57
S13,P016,Budget,558,112,670,822,152,152,0
S13,P017,Budget,558,112,670,627,-43,0,43
S13,P018,Budget,558,112,670,797,127,127,0
S13,P019,Budget,558,112,670,646,-24,0,24
S13,P020,Budget,558,112,670,621,-49,0,49
S13,P021,Mid-range,255,51,306,299,-7,0,7
S13,P022,Mid-range,500,100,600,528,-72,0,72
S13,P023,Mid-range,255,51,306,351,45,45,0
S13,P024,Mid-range,501,100,601,602,1,1,0
S13,P025,Mid-range,255,51,306,257,-49,0,49
S13,P026,Mid-range,499,100,599,743,144,144,0
S13,P027,Mid-range,501,100,601,559,-42,0,42
S13,P028,Mid-range,501,100,601,617,16,16,0
S13,P029,Mid-range,500,100,600,746,146,146,0
S13,P030,Mid-range,502,100,602,647,45,45,0
S13,P031,Mid-range,504,101,605,466,-139,0,139
S13,P032,Mid-range,499,100,599,757,158,158,0
S13,P033,Mid-range,498,100,598,644,46,46,0
S13,P034,Mid-range,499,100,599,540,-59,0,59
S13,P035,Mid-range,500,100,600,470,-130,0,130
S13,P036,Mid-range,499,100,599,705,106,106,0
S13,P037,Mid-range,504,101,605,649,44,44,0
S13,P038,Mid-range,500,100,600,612,12,12,0
S13,P039,Mid-range,501,100,601,743,142,142,0
S13,P040,Mid-range,501,100,601,705,104,104,0
S13,P041,Premium,172,34,206,163,-43,0,43
S13,P042,Premium,190,38,228,202,-26,0,26
S13,P043,Premium,87,17,104,88,-16,0,16
S13,P044,Premium,190,38,228,261,33,33,0
S13,P045,Premium,190,38,228,164,-64,0,64
S13,P046,Premium,191,38,229,239,10,10,0
S13,P047,Premium,190,38,228,264,36,36,0
S13,P048,Premium,190,38,228,280,52,52,0
S13,P049,Premium,191,38,229,207,-22,0,22
S13,P050,Premium,190,38,228,272,44,44,0
S13,P051,Premium,190,38,228,175,-53,0,53
S13,P052,Premium,188,38,226,273,47,47,0
S13,P053,Flagship,62,12,74,57,-17,0,17
S13,P054,Flagship,64,13,77,72,-5,0,5
S13,P055,Flagship,62,12,74,87,13,13,0
S13,P056,Flagship,63,13,76,60,-16,0,16
S13,P057,Flagship,65,13,78,65,-13,0,13
S13,P058,Flagship,63,13,76,86,10,10,0
S13,P059,Flagship,62,12,74,84,10,10,0
S13,P060,Flagship,64,13,77,84,7,7,0
S14,P001,Budget,397,79,476,531,55,55,0
S14,P002,Budget,753,151,904,927,23,23,0
S14,P003,Budget,372,74,446,380,-66,0,66
S14,P004,Budget,753,151,904,820,-84,0,84
S14,P005,Budget,532,106,638,516,-122,0,122
S14,P006,Budget,753,151,904,1126,222,222,0
S14,P007,Budget,754,151,905,950,45,45,0
S14,P008,Budget,752,150,902,848,-54,0,54
S14,P009,Budget,753,151,904,883,-21,0,21
S14,P010,Budget,754,151,905,1148,243,243,0
S14,P011,Budget,754,151,905,717,-188,0,188
S14,P012,Budget,754,151,905,952,47,47,0
S14,P013,Budget,754,151,905,908,3,3,0
S14,P014,Budget,754,151,905,966,61,61,0
S14,P015,Budget,754,151,905,643,-262,0,262
S14,P016,Budget,754,151,905,1107,202,202,0
S14,P017,Budget,754,151,905,1140,235,235,0
S14,P018,Budget,754,151,905,940,35,35,0
S14,P019,Budget,754,151,905,1012,107,107,0
S14,P020,Budget,754,151,905,1134,229,229,0
S14,P021,Mid-range,191,38,229,257,28,28,0
S14,P022,Mid-range,434,87,521,412,-109,0,109
S14,P023,Mid-range,191,38,229,239,10,10,0
S14,P024,Mid-range,433,87,520,553,33,33,0
S14,P025,Mid-range,191,38,229,219,-10,0,10
S14,P026,Mid-range,430,86,516,589,73,73,0
S14,P027,Mid-range,431,86,517,652,135,135,0
S14,P028,Mid-range,429,86,515,647,132,132,0
S14,P029,Mid-range,433,87,520,505,-15,0,15
S14,P030,Mid-range,434,87,521,400,-121,0,121
S14,P031,Mid-range,433,87,520,671,151,151,0
S14,P032,Mid-range,425,85,510,614,104,104,0
S14,P033,Mid-range,432,86,518,401,-117,0,117
S14,P034,Mid-range,434,87,521,653,132,132,0
S14,P035,Mid-range,426,85,511,624,113,113,0
S14,P036,Mid-range,434,87,521,527,6,6,0
S14,P037,Mid-range,434,87,521,550,29,29,0
S14,P038,Mid-range,434,87,521,489,-32,0,32
S14,P039,Mid-range,434,87,521,382,-139,0,139
S14,P040,Mid-range,430,86,516,465,-51,0,51
S14,P041,Premium,110,22,132,156,24,24,0
S14,P042,Premium,124,25,149,105,-44,0,44
S14,P043,Premium,62,12,74,67,-7,0,7
S14,P044,Premium,124,25,149,140,-9,0,9
S14,P045,Premium,124,25,149,152,3,3,0
S14,P046,Premium,124,25,149,187,38,38,0
S14,P047,Premium,124,25,149,135,-14,0,14
S14,P048,Premium,124,25,149,135,-14,0,14
S14,P049,Premium,124,25,149,170,21,21,0
S14,P050,Premium,124,25,149,145,-4,0,4
S14,P051,Premium,124,25,149,124,-25,0,25
S14,P052,Premium,124,25,149,145,-4,0,4
S14,P053,Flagship,45,9,54,42,-12,0,12
S14,P054,Flagship,62,12,74,60,-14,0,14
S14,P055,Flagship,39,8,47,47,0,0,0
S14,P056,Flagship,62,12,74,70,-4,0,4
S14,P057,Flagship,50,10,60,75,15,15,0
S14,P058,Flagship,62,12,74,68,-6,0,6
S14,P059,Flagship,62,12,74,78,4,4,0
S14,P060,Flagship,62,12,74,80,6,6,0
S15,P001,Budget,260,52,312,221,-91,0,91
S15,P002,Budget,558,112,670,736,66,66,0
S15,P003,Budget,271,54,325,262,-63,0,63
S15,P004,Budget,558,112,670,855,185,185,0
S15,P005,Budget,408,82,490,387,-103,0,103
S15,P006,Budget,557,111,668,634,-34,0,34
S15,P007,Budget,558,112,670,503,-167,0,167
S15,P008,Budget,558,112,670,870,200,200,0
S15,P009,Budget,558,112,670,671,1,1,0
S15,P010,Budget,557,111,668,706,38,38,0
S15,P011,Budget,558,112,670,496,-174,0,174
S15,P012,Budget,558,112,670,770,100,100,0
S15,P013,Budget,558,112,670,553,-117,0,117
S15,P014,Budget,558,112,670,830,160,160,0
S15,P015,Budget,558,112,670,551,-119,0,119
S15,P016,Budget,558,112,670,546,-124,0,124
S15,P017,Budget,558,112,670,484,-186,0,186
S15,P018,Budget,558,112,670,659,-11,0,11
S15,P019,Budget,555,111,666,692,26,26,0
S15,P020,Budget,558,112,670,495,-175,0,175
S15,P021,Mid-range,255,51,306,357,51,51,0
S15,P022,Mid-range,500,100,600,583,-17,0,17
S15,P023,Mid-range,255,51,306,310,4,4,0
S15,P024,Mid-range,499,100,599,578,-21,0,21
S15,P025,Mid-range,255,51,306,288,-18,0,18
S15,P026,Mid-range,500,100,600,621,21,21,0
S15,P027,Mid-range,500,100,600,476,-124,0,124
S15,P028,Mid-range,501,100,601,486,-115,0,115
S15,P029,Mid-range,502,100,602,733,131,131,0
S15,P030,Mid-range,501,100,601,762,161,161,0
S15,P031,Mid-range,502,100,602,556,-46,0,46
S15,P032,Mid-range,499,100,599,517,-82,0,82
S15,P033,Mid-range,501,100,601,653,52,52,0
S15,P034,Mid-range,500,100,600,567,-33,0,33
S15,P035,Mid-range,500,100,600,429,-171,0,171
S15,P036,Mid-range,499,100,599,475,-124,0,124
S15,P037,Mid-range,503,101,604,682,78,78,0
S15,P038,Mid-range,503,101,604,662,58,58,0
S15,P039,Mid-range,499,100,599,429,-170,0,170
S15,P040,Mid-range,499,100,599,499,-100,0,100
S15,P041,Premium,167,33,200,168,-32,0,32
S15,P042,Premium,190,38,228,252,24,24,0
S15,P043,Premium,75,15,90,64,-26,0,26
S15,P044,Premium,191,38,229,175,-54,0,54
S15,P045,Premium,190,38,228,269,41,41,0
S15,P046,Premium,191,38,229,185,-44,0,44
S15,P047,Premium,190,38,228,249,21,21,0
S15,P048,Premium,190,38,228,192,-36,0,36
S15,P049,Premium,191,38,229,174,-55,0,55
S15,P050,Premium,191,38,229,194,-35,0,35
S15,P051,Premium,190,38,228,258,30,30,0
S15,P052,Premium,190,38,228,277,49,49,0
S15,P053,Flagship,62,12,74,89,15,15,0
S15,P054,Flagship,63,13,76,71,-5,0,5
S15,P055,Flagship,62,12,74,81,7,7,0
S15,P056,Flagship,65,13,78,64,-14,0,14
S15,P057,Flagship,63,13,76,67,-9,0,9
S15,P058,Flagship,63,13,76,94,18,18,0
S15,P059,Flagship,67,13,80,57,-23,0,23
S15,P060,Flagship,63,13,76,57,-19,0,19
S16,P001,Budget,372,74,446,368,-78,0,78
S16,P002,Budget,755,151,906,649,-257,0,257
S16,P003,Budget,374,75,449,363,-86,0,86
S16,P004,Budget,755,151,906,951,45,45,0
S16,P005,Budget,523,105,628,598,-30,0,30
S16,P006,Budget,755,151,906,1119,213,213,0
S16,P007,Budget,755,151,906,1079,173,173,0
S16,P008,Budget,754,151,905,819,-86,0,86
S16,P009,Budget,754,151,905,774,-131,0,131
S16,P010,Budget,755,151,906,841,-65,0,65
S16,P011,Budget,755,151,906,955,49,49,0
S16,P012,Budget,755,151,906,780,-126,0,126
S16,P013,Budget,755,151,906,973,67,67,0
S16,P014,Budget,755,151,906,857,-49,0,49
S16,P015,Budget,755,151,906,934,28,28,0
S16,P016,Budget,755,151,906,871,-35,0,35
S16,P017,Budget,755,151,906,794,-112,0,112
S16,P018,Budget,755,151,906,1150,244,244,0
S16,P019,Budget,755,151,906,1049,143,143,0
S16,P020,Budget,755,151,906,710,-196,0,196
S16,P021,Mid-range,190,38,228,278,50,50,0
S16,P022,Mid-range,433,87,520,516,-4,0,4
S16,P023,Mid-range,187,37,224,277,53,53,0
S16,P024,Mid-range,432,86,518,611,93,93,0
S16,P025,Mid-range,187,37,224,214,-10,0,10
S16,P026,Mid-range,434,87,521,372,-149,0,149
S16,P027,Mid-range,435,87,522,450,-72,0,72
S16,P028,Mid-range,434,87,521,534,13,13,0
S16,P029,Mid-range,435,87,522,564,42,42,0
S16,P030,Mid-range,434,87,521,445,-76,0,76
S16,P031,Mid-range,432,86,518,406,-112,0,112
S16,P032,Mid-range,434,87,521,626,105,105,0
S16,P033,Mid-range,431,86,517,667,150,150,0
S16,P034,Mid-range,434,87,521,529,8,8,0
S16,P035,Mid-range,434,87,521,418,-103,0,103
S16,P036,Mid-range,434,87,521,450,-71,0,71
S16,P037,Mid-range,435,87,522,371,-151,0,151
S16,P038,Mid-range,434,87,521,651,130,130,0
S16,P039,Mid-range,434,87,521,402,-119,0,119
S16,P040,Mid-range,431,86,517,541,24,24,0
S16,P041,Premium,110,22,132,114,-18,0,18
S16,P042,Premium,124,25,149,154,5,5,0
S16,P043,Premium,62,12,74,81,7,7,0
S16,P044,Premium,124,25,149,178,29,29,0
S16,P045,Premium,124,25,149,123,-26,0,26
S16,P046,Premium,124,25,149,105,-44,0,44
S16,P047,Premium,124,25,149,117,-32,0,32
S16,P048,Premium,124,25,149,185,36,36,0
S16,P049,Premium,124,25,149,182,33,33,0
S16,P050,Premium,124,25,149,158,9,9,0
S16,P051,Premium,124,25,149,158,9,9,0
S16,P052,Premium,124,25,149,164,15,15,0
S16,P053,Flagship,44,9,53,43,-10,0,10
S16,P054,Flagship,62,12,74,92,18,18,0
S16,P055,Flagship,53,11,64,61,-3,0,3
S16,P056,Flagship,62,12,74,69,-5,0,5
S16,P057,Flagship,59,12,71,72,1,1,0
S16,P058,Flagship,62,12,74,54,-20,0,20
S16,P059,Flagship,62,12,74,59,-15,0,15
S16,P060,Flagship,62,12,74,85,11,11,0
S17,P001,Budget,385,77,462,346,-116,0,116
S17,P002,Budget,754,151,905,961,56,56,0
S17,P003,Budget,372,74,446,378,-68,0,68
S17,P004,Budget,754,151,905,845,-60,0,60
S17,P005,Budget,527,105,632,552,-80,0,80
S17,P006,Budget,754,151,905,827,-78,0,78
S17,P007,Budget,754,151,905,1024,119,119,0
S17,P008,Budget,754,151,905,795,-110,0,110
S17,P009,Budget,754,151,905,941,36,36,0
S17,P010,Budget,754,151,905,892,-13,0,13
S17,P011,Budget,754,151,905,994,89,89,0
S17,P012,Budget,754,151,905,1142,237,237,0
S17,P013,Budget,754,151,905,1031,126,126,0
S17,P014,Budget,755,151,906,751,-155,0,155
S17,P015,Budget,754,151,905,650,-255,0,255
S17,P016,Budget,754,151,905,776,-129,0,129
S17,P017,Budget,754,151,905,957,52,52,0
S17,P018,Budget,755,151,906,662,-244,0,244
S17,P019,Budget,754,151,905,903,-2,0,2
S17,P020,Budget,754,151,905,958,53,53,0
S17,P021,Mid-range,189,38,227,204,-23,0,23
S17,P022,Mid-range,433,87,520,605,85,85,0
S17,P023,Mid-range,191,38,229,175,-54,0,54
S17,P024,Mid-range,431,86,517,385,-132,0,132
S17,P025,Mid-range,187,37,224,255,31,31,0
S17,P026,Mid-range,434,87,521,520,-1,0,1
S17,P027,Mid-range,433,87,520,579,59,59,0
S17,P028,Mid-range,435,87,522,502,-20,0,20
S17,P029,Mid-range,434,87,521,442,-79,0,79
S17,P030,Mid-range,434,87,521,621,100,100,0
S17,P031,Mid-range,432,86,518,611,93,93,0
S17,P032,Mid-range,427,85,512,572,60,60,0
S17,P033,Mid-range,434,87,521,450,-71,0,71
S17,P034,Mid-range,429,86,515,543,28,28,0
S17,P035,Mid-range,432,86,518,475,-43,0,43
S17,P036,Mid-range,434,87,521,393,-128,0,128
S17,P037,Mid-range,429,86,515,644,129,129,0
S17,P038,Mid-range,434,87,521,407,-114,0,114
S17,P039,Mid-range,431,86,517,657,140,140,0
S17,P040,Mid-range,433,87,520,503,-17,0,17
S17,P041,Premium,113,23,136,110,-26,0,26
S17,P042,Premium,124,25,149,153,4,4,0
S17,P043,Premium,62,12,74,91,17,17,0
S17,P044,Premium,124,25,149,170,21,21,0
S17,P045,Premium,124,25,149,176,27,27,0
S17,P046,Premium,124,25,149,163,14,14,0
S17,P047,Premium,124,25,149,166,17,17,0
S17,P048,Premium,124,25,149,180,31,31,0
S17,P049,Premium,124,25,149,127,-22,0,22
S17,P050,Premium,124,25,149,148,-1,0,1
S17,P051,Premium,124,25,149,124,-25,0,25
S17,P052,Premium,124,25,149,193,44,44,0
S17,P053,Flagship,56,11,67,85,18,18,0
S17,P054,Flagship,62,12,74,54,-20,0,20
S17,P055,Flagship,51,10,61,69,8,8,0
S17,P056,Flagship,62,12,74,93,19,19,0
S17,P057,Flagship,53,11,64,52,-12,0,12
S17,P058,Flagship,62,12,74,77,3,3,0
S17,P059,Flagship,62,12,74,92,18,18,0
S17,P060,Flagship,62,12,74,53,-21,0,21
S18,P001,Budget,374,75,449,502,53,53,0
S18,P002,Budget,754,151,905,795,-110,0,110
S18,P003,Budget,375,75,450,565,115,115,0
S18,P004,Budget,753,151,904,1160,256,256,0
S18,P005,Budget,519,104,623,789,166,166,0
S18,P006,Budget,753,151,904,890,-14,0,14
S18,P007,Budget,754,151,905,1102,197,197,0
S18,P008,Budget,753,151,904,1091,187,187,0
S18,P009,Budget,753,151,904,806,-98,0,98
S18,P010,Budget,753,151,904,1082,178,178,0
S18,P011,Budget,754,151,905,654,-251,0,251
S18,P012,Budget,754,151,905,957,52,52,0
S18,P013,Budget,753,151,904,758,-146,0,146
S18,P014,Budget,752,150,902,697,-205,0,205
S18,P015,Budget,753,151,904,675,-229,0,229
S18,P016,Budget,754,151,905,1012,107,107,0
S18,P017,Budget,754,151,905,818,-87,0,87
S18,P018,Budget,753,151,904,1026,122,122,0
S18,P019,Budget,753,151,904,668,-236,0,236
S18,P020,Budget,754,151,905,805,-100,0,100
S18,P021,Mid-range,188,38,226,231,5,5,0
S18,P022,Mid-range,432,86,518,608,90,90,0
S18,P023,Mid-range,188,38,226,201,-25,0,25
S18,P024,Mid-range,434,87,521,560,39,39,0
S18,P025,Mid-range,187,37,224,276,52,52,0
S18,P026,Mid-range,433,87,520,556,36,36,0
S18,P027,Mid-range,432,86,518,435,-83,0,83
S18,P028,Mid-range,434,87,521,372,-149,0,149
S18,P029,Mid-range,433,87,520,635,115,115,0
S18,P030,Mid-range,430,86,516,368,-148,0,148
S18,P031,Mid-range,434,87,521,638,117,117,0
S18,P032,Mid-range,429,86,515,524,9,9,0
S18,P033,Mid-range,432,86,518,654,136,136,0
S18,P034,Mid-range,431,86,517,610,93,93,0
S18,P035,Mid-range,434,87,521,677,156,156,0
S18,P036,Mid-range,432,86,518,472,-46,0,46
S18,P037,Mid-range,428,86,514,596,82,82,0
S18,P038,Mid-range,427,85,512,482,-30,0,30
S18,P039,Mid-range,434,87,521,515,-6,0,6
S18,P040,Mid-range,428,86,514,553,39,39,0
S18,P041,Premium,110,22,132,162,30,30,0
S18,P042,Premium,124,25,149,192,43,43,0
S18,P043,Premium,62,12,74,86,12,12,0
S18,P044,Premium,124,25,149,142,-7,0,7
S18,P045,Premium,124,25,149,142,-7,0,7
S18,P046,Premium,124,25,149,170,21,21,0
S18,P047,Premium,124,25,149,126,-23,0,23
S18,P048,Premium,124,25,149,114,-35,0,35
S18,P049,Premium,124,25,149,136,-13,0,13
S18,P050,Premium,124,25,149,130,-19,0,19
S18,P051,Premium,124,25,149,131,-18,0,18
S18,P052,Premium,124,25,149,125,-24,0,24
S18,P053,Flagship,60,12,72,52,-20,0,20
S18,P054,Flagship,62,12,74,53,-21,0,21
S18,P055,Flagship,54,11,65,84,19,19,0
S18,P056,Flagship,62,12,74,71,-3,0,3
S18,P057,Flagship,61,12,73,68,-5,0,5
S18,P058,Flagship,62,12,74,82,8,8,0
S18,P059,Flagship,62,12,74,61,-13,0,13
S18,P060,Flagship,62,12,74,94,20,20,0
S19,P001,Budget,376,75,451,528,77,77,0
S19,P002,Budget,755,151,906,683,-223,0,223
S19,P003,Budget,373,75,448,426,-22,0,22
S19,P004,Budget,755,151,906,1112,206,206,0
S19,P005,Budget,523,105,628,796,168,168,0
S19,P006,Budget,755,151,906,888,-18,0,18
S19,P007,Budget,756,151,907,969,62,62,0
S19,P008,Budget,754,151,905,724,-181,0,181
S19,P009,Budget,755,151,906,1173,267,267,0
S19,P010,Budget,756,151,907,761,-146,0,146
S19,P011,Budget,755,151,906,1147,241,241,0
S19,P012,Budget,755,151,906,987,81,81,0
S19,P013,Budget,755,151,906,965,59,59,0
S19,P014,Budget,756,151,907,914,7,7,0
S19,P015,Budget,755,151,906,760,-146,0,146
S19,P016,Budget,754,151,905,729,-176,0,176
S19,P017,Budget,755,151,906,754,-152,0,152
S19,P018,Budget,755,151,906,736,-170,0,170
